book_id,work_id,books_count,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,text_reviews_count,image_url
5816,408381,23,9780140549060,Verna Aardema - Leo Dillon - Diane Dillon,1975,Why Mosquitoes Buzz in People's Ears: A West African Tale,,4.01,21179,1037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2937,810826,33,9781563890930,Neil Gaiman - Shawn McManus - Colleen Doran - Bryan Talbot - George Pratt - Stan Woch - Dick Giordano - Todd Klein,1993,The Sandman: A Game of You,eng,4.43,41935,1037,https://images.gr-assets.com/books/1312279891m/25102.jpg
8422,2996853,48,9780743292510,Greg Iles,2009,The Devil's Punchbowl,eng,4.05,13052,1036,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7721,811180,37,9780060519130,Mary Kay Andrews,2002,Savannah Blues,en-US,3.97,15169,1036,https://images.gr-assets.com/books/1327883095m/38030.jpg
4296,1505465,68,9780679847600,Noel Streatfeild - Diane Goode,1936,Ballet Shoes,en-US,4.06,28208,1036,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3233,13122821,53,9781416986560,Rachel Ren�e Russell,2010,Tales from a Not-So-Popular Party Girl,,4.28,29099,1036,https://images.gr-assets.com/books/1370064608m/8274537.jpg
3984,5620959,46,9780373773920,Gena Showalter,2009,The Darkest Whisper,eng,4.33,36739,1036,https://images.gr-assets.com/books/1351277969m/5509920.jpg
2625,900984,26,9781859855420,Max Lucado,1997,You Are Special: A Story for Everyone,eng,4.45,42349,1036,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1352,6886418,17,9780316080840,Yana Toboso - Tomo Kimura,2007,黒執事 I [Kuroshitsuji I],eng,4.37,75451,1036,https://images.gr-assets.com/books/1336691148m/6690979.jpg
6808,864738,61,9780802135220,Jeanette Winterson,1987,The Passion,eng,4.12,14941,1035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8248,11016018,11,9781450572380,Keary Taylor,2010,Branded (Fall of Angels - #1),eng,3.70,15053,1035,https://images.gr-assets.com/books/1289169061m/7862725.jpg
6321,3029771,48,9780752885180,Jeff Lindsay,2008,Dexter by Design,en-GB,3.72,18937,1034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4707,37641,25,9780060987470,Marilyn Manson - Neil Strauss,1998,The Long Hard Road Out of Hell,eng,3.88,20277,1034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8778,1600165,86,9780007419490,Camilla Läckberg - Tiina Nunnally,2007,Tyskungen,,3.94,13336,1033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7621,18814070,12,,Sarah J. Maas,2012,The Assassin and the Desert,eng,4.40,19932,1033,https://images.gr-assets.com/books/1335783827m/13419891.jpg
4826,25692046,182,,H.P. Lovecraft,1928,The Call of Cthulhu,eng,4.05,21820,1033,https://images.gr-assets.com/books/1377787655m/15730101.jpg
4325,2431088,35,9781582404880,Robert Kirkman - Charlie Adlard,2005,The Walking Dead - Vol. 3: Safety Behind Bars,eng,4.31,25864,1033,https://images.gr-assets.com/books/1345769167m/30069.jpg
1211,258562,90,9780448405210,Watty Piper - Doris Hauman - George Hauman,1930,The Little Engine That Could,en-US,4.15,83488,1033,https://images.gr-assets.com/books/1352736875m/824204.jpg
5994,2199572,51,9789580469710,Carlos Fuentes,1962,Aura,eng,3.80,14991,1032,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6070,113614,100,9780374266520,Jostein Gaarder - Sarah Jane Hails,1990,Kabalmysteriet,eng,4.16,16872,1032,https://images.gr-assets.com/books/1327883395m/48318.jpg
7006,1748,212,9781579126960,Agatha Christie,1928,The Mystery of the Blue Train,eng,3.77,21095,1032,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4640,346642,72,9780679723690,Raymond Carver,1983,Cathedral,eng,4.30,20952,1031,https://images.gr-assets.com/books/1421615759m/11449.jpg
5858,894955,171,9780425205950,Agatha Christie,1936,Cards on the Table,eng,3.90,23004,1031,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7301,13341300,48,9780380820860,Julia Quinn,2003,To Sir Phillip - With Love,eng,3.89,24143,1031,https://images.gr-assets.com/books/1274211519m/110386.jpg
7889,4149926,46,9780312539510,Jeffrey Archer,2009,Paths of Glory,en-US,3.88,12568,1030,https://images.gr-assets.com/books/1312068627m/4102763.jpg
9448,14283194,12,9781936305380,Alice Clayton,2010,The Redhead Revealed,eng,4.20,17359,1030,https://images.gr-assets.com/books/1285470017m/9399336.jpg
5856,17055200,9,,Shelly Crane,2011,Accordance,eng,4.28,25326,1030,https://images.gr-assets.com/books/1368363345m/12667194.jpg
3582,863196,29,9781576737160,Brennan Manning - Michael W. Smith - Rich Mullins,1990,The Ragamuffin Gospel: Good News for the Bedraggled - Beat-Up - and Burnt Out,eng,4.23,26144,1030,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3764,621924,125,9780684862220,Ernest Hemingway,1938,The Snows of Kilimanjaro and Other Stories,eng,3.88,27093,1030,https://images.gr-assets.com/books/1400889884m/4645.jpg
3169,151586,121,9781599869700,Richard Connell,1924,The Most Dangerous Game,,3.91,34194,1030,https://images.gr-assets.com/books/1386885674m/157076.jpg
8991,25435355,9,,Tijan,2013,Fallen Crest Public (Fallen Crest High - #3),eng,4.47,17978,1029,https://images.gr-assets.com/books/1383257344m/18110808.jpg
3556,1850916,55,9780307277750,Antonia Fraser,2001,Marie Antoinette: The Journey,en-US,3.91,26393,1029,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2586,981140,10,9781551924010,Nick Bantock,1991,Griffin & Sabine: An Extraordinary Correspondence,eng,4.01,38462,1029,https://images.gr-assets.com/books/1356716196m/381102.jpg
6948,24034602,24,9780062200460,Joanna Trollope,2013,Sense & Sensibility,eng,3.55,12379,1028,https://images.gr-assets.com/books/1363291870m/17349163.jpg
5154,7187129,39,9780446569900,Ozzy Osbourne - Chris Ayres,2009,I Am Ozzy,en-US,4.05,17959,1028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7037,15570126,158,9781594561760,Edgar Allan Poe,1843,The Black Cat,eng,4.07,18899,1028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5218,81224,36,9780312369510,Sherrilyn Kenyon,2007,Devil May Cry,eng,4.32,32540,1028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9300,1881683,46,9780316182740,Janet Fitch,2006,Paint It Black,eng,3.47,9779,1027,https://images.gr-assets.com/books/1288972477m/33144.jpg
8912,7904929,50,9781439166640,Nic Pizzolatto,2004,Galveston,eng,3.72,9871,1027,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1966,759792,57,9780515126780,Nora Roberts,1999,Jewels of the Sun,en-US,4.22,52743,1027,https://images.gr-assets.com/books/1388194052m/59810.jpg
2050,3015943,12,9781416974510,L.J. Smith,2008,Night World - No. 2,en-CA,4.20,54027,1027,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8114,58336,90,9780679733780,Kōbō Abe - E. Dale Saunders,1962,砂の女 [Suna no onna],eng,3.91,13886,1026,https://images.gr-assets.com/books/1361254930m/9998.jpg
5762,16544641,19,,T.R. Ragan,2011,Abducted,eng,3.94,16856,1026,https://images.gr-assets.com/books/1446520793m/13765729.jpg
5975,7897971,40,9780061784780,James Rollins,2010,The Devil Colony,eng,4.17,18589,1026,https://images.gr-assets.com/books/1264522557m/7202829.jpg
3486,6631450,56,9780061720820,L.J. Smith,2010,The Vampire Diaries: The Return: Shadow Souls ,en-US,3.79,34134,1026,https://images.gr-assets.com/books/1347424332m/6441509.jpg
9949,819599,53,9780743270600,Jon Ronson,2004,The Men Who Stare at Goats,en-US,3.58,10662,1025,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9121,19154394,4,9780345526660,Peter F. Hamilton,2012,Great North Road,eng,4.06,10962,1025,https://images.gr-assets.com/books/1344371600m/13573419.jpg
9025,832960,58,9780375724370,Michael Ondaatje,2000,Anil's Ghost,eng,3.54,12605,1025,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3969,2939507,129,9780345447980,Pierre Boulle - Xan Fielding,1963,La planète des singes,eng,3.91,26274,1025,https://images.gr-assets.com/books/1320558901m/414895.jpg
6531,3130939,11,9780061670860,L.J. Smith,2008,The Initiation / The Captive Part I (The Secret Circle - #1-2),eng,3.96,21026,1024,https://images.gr-assets.com/books/1341591862m/3099780.jpg
3789,1239736,61,9780385520690,Michio Kaku,2008,Physics of the Impossible: A Scientific Exploration of the World of Phasers - Force Fields - Teleportation - and Time Travel,eng,4.07,24597,1024,https://images.gr-assets.com/books/1320469147m/1168341.jpg
9831,17395689,11,9781401324540,Babe Walker,2012,White Girl Problems,en-GB,3.73,9373,1023,https://images.gr-assets.com/books/1332504951m/12413949.jpg
3531,63547,31,9780553805600,Janette Oke,1979,Love Comes Softly (Love Comes Softly - #1),eng,4.22,30663,1023,https://images.gr-assets.com/books/1273177650m/65497.jpg
3274,894153,32,9780007158490,Dr. Seuss,1963,Hop on Pop,eng,3.95,40069,1023,https://images.gr-assets.com/books/1327947739m/206962.jpg
7744,13626536,54,9780758290410,Sylvia Day,2011,Seven Years to Sin,en-US,3.89,16403,1022,https://images.gr-assets.com/books/1355259011m/15743075.jpg
6025,2193257,85,9780752852610,Dashiell Hammett,1929,Red Harvest,eng,4.00,18109,1022,https://images.gr-assets.com/books/1320423692m/30005.jpg
4715,2901756,26,9780310263460,Rob Bell,2005,Velvet Elvis: Repainting the Christian Faith,,3.77,19629,1022,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3369,90923,49,9780142407390,Anthony Horowitz,2005,Ark Angel,eng,4.11,35573,1022,https://images.gr-assets.com/books/1311648941m/94319.jpg
9516,2547473,40,9780060586380,Ann-Marie MacDonald,2003,The Way the Crow Flies,en-US,4.08,11055,1021,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5256,1204936,26,9780393062240,Neil deGrasse Tyson,2006,Death by Black Hole: And Other Cosmic Quandaries,eng,4.11,18702,1021,https://images.gr-assets.com/books/1395019749m/22543.jpg
5444,1019140,51,9780786851490,Eoin Colfer,2004,The Supernaturalist,en-US,3.85,24352,1021,https://images.gr-assets.com/books/1233460677m/45432.jpg
4406,2563621,52,9780312932800,Jennifer Crusie,1996,Welcome to Temptation,eng,3.94,28809,1021,https://images.gr-assets.com/books/1479663151m/33727.jpg
3306,2475078,598,9780517266560,Rudyard Kipling,1902,Just So Stories for Little Children,,4.09,38592,1020,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2143,89985,32,9781563893310,Mark Waid - Alex Ross - Elliot S. Maggin,1996,Kingdom Come,eng,4.24,45308,1020,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8018,2937863,29,9780140086840,Leslie Marmon Silko,1977,Ceremony,en-US,3.73,13557,1019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9474,15506975,20,,Jill Shalvis,2011,Head Over Heels (Lucky Harbor - #3),eng,4.16,17472,1019,https://images.gr-assets.com/books/1302052809m/10599302.jpg
4732,982677,21,9781416527270,Hester Browne,2005,The Little Lady Agency,eng,3.74,23201,1019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2950,2486632,63,9781416522910,Carl Bernstein - Bob Woodward,1974,All the President's Men,eng,4.17,34696,1019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9349,15702658,16,,Debora Geary,2011,A Modern Witch,eng,3.73,11475,1018,https://images.gr-assets.com/books/1334346928m/10790376.jpg
7565,9776802,12,9781934813320,Cheryl Rainfield,2010,Scars,en-US,4.17,12976,1018,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6675,924766,68,9780385491050,Margaret Atwood,1972,Surfacing,eng,3.45,16896,1018,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6983,14161759,15,,Elizabeth Reyes,2010,Forever Mine ,en-GB,3.88,22383,1018,https://images.gr-assets.com/books/1327166807m/9279734.jpg
4669,3515492,54,9780061232920,Meg Cabot,2008,Forever Princess,,4.08,29733,1018,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9369,42788872,11,9781250065930,Mary Kay Andrews,2015,Beach Town,,3.58,10785,1017,https://images.gr-assets.com/books/1430317618m/23245594.jpg
9393,10567916,30,9780399156820,William Gibson,2010,Zero History,eng,3.93,11730,1017,https://images.gr-assets.com/books/1282769471m/7745031.jpg
7289,2100943,60,9780743294390,Kathy Reichs,2008,Devil Bones,eng,3.89,20410,1017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5539,3989884,33,9780545040560,Meg Cabot,2009,Being Nikki,eng,3.87,26565,1017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2911,2644676,38,9780515133880,Laurell K. Hamilton,2001,Narcissus in Chains (Anita Blake - Vampire Hunter - #10),eng,3.89,49456,1017,https://images.gr-assets.com/books/1386179578m/30248.jpg
7404,16321346,30,9780525952470,Timothy J. Keller - Kathy  Keller,2011,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,eng,4.43,12766,1016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6936,18154368,25,9780399157680,John Sandford,2012,Stolen Prey,eng,4.17,16316,1016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4387,1775449,53,9780553582740,Dean Koontz,2000,From the Corner of His Eye,en-US,4.00,25002,1016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8340,41459,78,9780752865360,Maeve Binchy,2004,Nights of Rain and Stars,en-GB,3.67,14137,1015,https://images.gr-assets.com/books/1355496059m/41958.jpg
8307,39938149,16,,Heather Burch,2014,One Lavender Ribbon ,en-US,3.78,12054,1014,https://images.gr-assets.com/books/1401681451m/22027055.jpg
9273,7346398,8,9780451229860,Jen Lancaster,2010,My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black - or - a Culture-Up Manifesto,eng,3.91,12374,1014,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7869,14280291,72,9780679779180,Alain de Botton,2000,The Consolations of Philosophy,en-US,3.99,13228,1014,https://images.gr-assets.com/books/1403191802m/23419.jpg
8668,19111271,12,,Sarah J. Maas,2012,The Assassin and the Underworld,eng,4.37,17850,1014,https://images.gr-assets.com/books/1336062984m/13546173.jpg
4860,868207,63,9780060763890,James Rollins,2007,The Judas Strain,eng,4.15,23143,1014,https://images.gr-assets.com/books/1367267369m/294046.jpg
8929,2126220,46,9780393062360,Fareed Zakaria,2008,The Post-American World 2.0,eng,3.86,10392,1013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8891,50128,30,9780060859510,Bart D. Ehrman,2005,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,en-US,3.91,11242,1013,https://images.gr-assets.com/books/1407109431m/51364.jpg
9154,20434290,34,9780316211180,James Patterson - Mark T. Sullivan,2013,Private Berlin,eng,3.90,12432,1013,https://images.gr-assets.com/books/1340758912m/14781219.jpg
9677,1936254,39,9780446580300,Mike Carey,2006,The Devil You Know,en-US,3.80,12879,1013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7050,909084,48,9780061240880,Derek Landy,2008,Playing with Fire,en-US,4.31,18533,1013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5467,14870169,42,9780062072180,Daniel Silva,2011,Portrait of a Spy,eng,4.24,19563,1013,https://images.gr-assets.com/books/1468408664m/9975779.jpg
8715,21856179,36,9780061784800,James Rollins,2013,The Eye of God: A Sigma Force Novel,eng,4.11,12423,1012,https://images.gr-assets.com/books/1359823174m/16065538.jpg
8716,2464610,63,9780571225360,Kazuo Ishiguro,1986,An Artist of the Floating World,eng,3.72,12710,1012,https://images.gr-assets.com/books/1327786035m/28922.jpg
809,39947767,38,9780060776090,Aldous Huxley - Christopher Hitchens,1932,Brave New World/Brave New World Revisited,eng,4.16,110115,1012,https://images.gr-assets.com/books/1331315450m/5479.jpg
8512,755717,55,,L. Ron Hubbard,1982,Battlefield Earth: A Saga of the Year 3000,eng,3.49,13780,1011,https://images.gr-assets.com/books/1349316024m/769658.jpg
5920,1383312,69,9780446580280,Douglas Preston - Lincoln Child,2007,The Wheel of Darkness (Pendergast - #8),en-US,3.92,20399,1011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5548,947888,73,9780060534040,Karin Slaughter,2002,Kisscut,eng,4.12,22250,1011,https://images.gr-assets.com/books/1348096108m/21719.jpg
3298,2501194,53,9780553575650,Robin Hobb,2000,Ship of Destiny,en-US,4.21,38169,1011,https://images.gr-assets.com/books/1403180325m/45102.jpg
9272,2991394,35,9780060560160,Sharon Creech,2002,Ruby Holler,,4.01,13168,1010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5378,1321805,118,9780060955230,Malcolm Lowry,1947,Under the Volcano,eng,3.80,18000,1010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5902,12659235,2,9780373775810,Gena Showalter,2011,The Darkest Surrender,eng,4.42,25818,1010,https://images.gr-assets.com/books/1327883317m/8038219.jpg
1548,1231880,49,9780064440200,Arnold Lobel,1970,Frog and Toad Are Friends,eng,4.18,70705,1010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
588,2508588,101,9780752863890,Robert Ludlum,1986,The Bourne Supremacy,en-US,4.09,145806,1010,https://images.gr-assets.com/books/1335860600m/15769.jpg
9093,21446358,13,9781423116970,Rick Riordan - Robert Venditti - Jos� Villarrubia - Attila Futaki,2010,The Lightning Thief: The Graphic Novel,eng,3.95,13670,1009,https://images.gr-assets.com/books/1347899366m/7736086.jpg
7878,150331,15,9780670878550,Simms Taback,1977,Joseph Had a Little Overcoat,eng,4.12,14844,1009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
913,318479,63,9780684818700,Irma S. Rombauer - Marion Rombauer Becker - Ethan Becker,1931,The Joy of Cooking,,4.14,105920,1009,https://images.gr-assets.com/books/1379313627m/327847.jpg
6695,1442776,113,9780743287200,John le Carr�,2001,The Constant Gardener,,3.78,16460,1008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4486,1877799,90,9788370540370,Andrzej Sapkowski,1993,Miecz przeznaczenia,pol,4.40,26446,1008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3839,1378890,45,9780553589400,Lara Adrian,2007,Midnight Awakening ,eng,4.25,36732,1008,https://images.gr-assets.com/books/1343539714m/1388813.jpg
5138,2453716,52,9780345438320,Robert K. Massie,1967,Nicholas and Alexandra,eng,4.25,19586,1007,https://images.gr-assets.com/books/1333577599m/133486.jpg
